Location,Sex,year,age,px,fx
Brazil,Female,1955,18,0.99658404,0.129834
Brazil,Female,1955,19,0.99636342,0.17322900000000002
Brazil,Female,1955,20,0.99614575,0.214635
Brazil,Female,1955,21,0.9959421,0.251059
Brazil,Female,1955,22,0.99576183,0.281432
Brazil,Female,1955,23,0.99561205,0.30437000000000003
Brazil,Female,1955,24,0.99549001,0.319459
Brazil,Female,1955,25,0.99538797,0.326378
Brazil,Female,1955,26,0.99529317,0.32547699999999996
Brazil,Female,1955,27,0.99519166,0.319863
Brazil,Female,1955,28,0.99507596,0.310439
Brazil,Female,1955,29,0.99494187,0.298184
Brazil,Female,1955,30,0.9947929,0.283457
Brazil,Female,1955,31,0.99463583,0.26874200000000004
Brazil,Female,1955,32,0.99447699,0.254362
Brazil,Female,1955,33,0.99432199,0.241214
Brazil,Female,1955,34,0.9941706,0.228912
Brazil,Female,1955,35,0.9940194,0.215367
Brazil,Female,1955,36,0.99386247,0.19915
Brazil,Female,1955,37,0.99369282,0.181619
Brazil,Female,1955,38,0.99350774,0.162893
Brazil,Female,1955,39,0.99330713,0.14266800000000002
Brazil,Female,1955,40,0.99309513,0.12066500000000001
Brazil,Female,1955,41,0.99287811,0.098747
Brazil,Female,1955,42,0.9926577,0.077081
Brazil,Female,1955,43,0.99243168,0.057656
Brazil,Female,1955,44,0.99218765,0.041097999999999996
Brazil,Female,1955,45,0.9919057,0.02795
Brazil,Female,1955,46,0.99156399,0.018726
Brazil,Female,1955,47,0.99113877,0.012365000000000001
Brazil,Female,1955,48,0.99061892,0.0083320000000000009
Brazil,Female,1955,49,0.99000416,0.005013
Brazil,Female,1955,50,0.9893105,0
Brazil,Female,1955,51,0.9885704,0
Brazil,Female,1955,52,0.98781063,0
Brazil,Female,1955,53,0.98705072,0
Brazil,Female,1955,54,0.98628189,0
Brazil,Female,1955,55,0.98546536,0
Brazil,Female,1955,56,0.98454782,0
Brazil,Female,1955,57,0.98346095,0
Brazil,Female,1955,58,0.98215571,0
Brazil,Female,1955,59,0.98060764,0
Brazil,Female,1955,60,0.97882435,0
Brazil,Female,1955,61,0.97685805,0
Brazil,Female,1955,62,0.97476293,0
Brazil,Female,1955,63,0.97258643,0
Brazil,Female,1955,64,0.97033548,0
Brazil,Female,1955,65,0.9679529,0
Brazil,Female,1955,66,0.96534972,0
Brazil,Female,1955,67,0.96240039,0
Brazil,Female,1955,68,0.9589967,0
Brazil,Female,1955,69,0.95507487,0
Brazil,Female,1955,70,0.9506134,0
Brazil,Female,1955,71,0.94566618,0
Brazil,Female,1955,72,0.94029633,0
